"fitness";"BEMA";"CHFU";"CHMI";"CETE";"HOMA";"LEMA";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SPRU";"MESU";"MEEL";"MEPO";"SOAS";"FRPU";"SUSP";"COSQ";"RAPE";"focal"
24;0;0;0;0;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;30;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;30;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;30;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;25;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;30;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;20;0;0;1;10;0;0;0;0;1;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;25;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;30;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;30;0;0;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;25;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;20;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;35;2;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;2;0;0;0;15;0;0;0;0;2;0;0;0;0;0;0;0;0;"HOMA"
24;1;3;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;"HOMA"
24;0;0;0;2;3;0;0;0;3;0;0;0;0;2;2;0;0;0;0;0;0;0;"HOMA"
24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"HOMA"
24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;3;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;2;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;2;2;0;0;2;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;0;0;0;0;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;"HOMA"
24;0;1;0;0;10;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;0;5;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;1;0;0;5;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;15;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;0;20;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;0;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;0;5;0;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;1;15;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;1;0;0;5;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;1;1;0;0;15;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;1;0;1;15;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;3;0;0;0;15;5;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;2;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;10;0;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;5;0;0;3;10;0;0;0;0;2;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;15;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;2;15;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
24;0;0;0;1;10;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;"HOMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
140;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
200;0;0;0;0;30;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
140;0;0;0;0;25;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"MESU"
120;0;0;0;0;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"MESU"
180;0;0;0;0;10;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;"MESU"
220;0;0;0;0;20;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"MESU"
110;0;0;0;0;25;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
120;0;0;0;0;20;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"MESU"
220;0;0;0;0;20;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"MESU"
180;0;0;0;0;10;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"MESU"
200;0;0;0;0;5;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;"MESU"
140;0;0;0;0;10;0;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"MESU"
160;0;0;0;0;20;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"MESU"
120;0;0;0;0;25;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;25;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
180;0;0;0;0;20;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"MESU"
140;0;0;0;0;25;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"MESU"
250;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;20;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
300;0;0;0;0;10;1;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;"MESU"
140;0;0;0;0;12;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"MESU"
150;0;0;0;0;20;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;"MESU"
240;0;0;0;0;10;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;"MESU"
260;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;25;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
180;0;0;0;0;20;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"MESU"
140;0;0;0;0;4;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"MESU"
260;0;0;0;0;2;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"MESU"
240;0;0;0;0;4;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"MESU"
240;0;0;0;0;10;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"MESU"
140;0;0;0;0;20;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;"MESU"
180;0;0;0;0;10;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"MESU"
120;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"MESU"
140;0;0;0;0;12;3;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;"MESU"
280;0;0;0;0;10;2;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"MESU"
240;0;0;0;0;8;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;"MESU"
50;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
380;0;0;0;0;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"MESU"
180;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
150;0;0;0;0;30;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"MESU"
100;0;0;0;0;30;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"MESU"
280;0;0;0;0;25;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;25;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;1;0;0;0;30;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;20;2;2;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;"POMA"
230;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;15;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;20;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;20;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
224;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;20;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;15;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;25;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;1;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;25;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;1;1;0;0;15;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;25;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;20;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;25;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
500;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;0;1;0;0;15;0;0;0;0;0;2;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;10;0;0;2;0;0;2;0;0;0;0;0;0;0;"POMA"
828;4;0;0;0;0;0;0;0;10;0;0;0;0;2;1;0;0;0;0;0;0;0;"POMA"
500;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;2;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;"POMA"
828;0;0;0;0;0;0;0;0;15;0;0;4;0;0;2;0;0;0;0;0;0;0;"POMA"
240;0;0;0;2;0;1;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;4;0;0;0;0;10;0;0;0;1;0;2;0;0;1;0;0;0;0;"POMA"
160;0;0;0;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;"MESU"
828;2;0;0;0;0;0;0;0;10;0;0;0;0;2;1;0;0;0;0;0;0;0;"POMA"
280;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;1;0;0;0;0;1;0;0;7;0;0;0;0;0;2;0;0;0;0;0;0;0;"POMA"
828;3;0;0;0;0;0;0;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;"POMA"
360;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;2;0;0;0;2;0;0;7;0;0;0;0;0;1;1;0;1;0;0;0;0;"POMA"
200;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"MESU"
828;0;3;0;0;0;2;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;1;0;0;0;3;1;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;"POMA"
828;2;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;3;0;0;0;3;1;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
240;0;0;0;0;0;1;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;2;0;0;2;0;1;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;"POMA"
280;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;0;1;0;0;5;0;3;0;0;0;1;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;10;0;0;0;2;1;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;1;0;0;0;0;10;0;0;0;5;0;0;0;0;0;0;0;0;0;"POMA"
200;2;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;1;0;0;1;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;1;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;"POMA"
828;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;1;2;0;0;0;10;0;2;0;0;2;0;0;0;0;0;0;0;0;"POMA"
200;0;0;0;0;0;0;0;0;6;0;3;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;0;0;0;0;0;8;0;3;0;0;1;0;0;0;0;0;0;0;0;"POMA"
400;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;0;0;0;0;0;"MESU"
828;2;0;0;0;0;0;0;0;4;2;0;0;0;2;1;0;0;0;0;0;0;0;"POMA"
180;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;1;0;0;0;0;10;0;0;3;0;0;0;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;"POMA"
828;3;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;2;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;"POMA"
828;2;0;0;0;0;0;0;0;10;0;2;2;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;0;0;0;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;2;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;2;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;2;2;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;"POMA"
500;0;0;0;0;0;0;0;0;20;0;5;0;0;0;2;0;0;0;0;0;0;0;"MESU"
828;1;0;0;4;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
390;1;0;0;1;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;2;0;0;0;0;8;0;3;0;0;0;0;0;0;0;0;0;0;0;"POMA"
500;0;0;0;1;0;0;0;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;"MESU"
828;1;0;0;1;0;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;"POMA"
828;1;0;0;1;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
400;0;0;0;2;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;"MESU"
828;2;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;"POMA"
500;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;4;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;"POMA"
500;2;0;0;0;0;0;0;0;6;0;5;3;0;0;0;0;0;0;0;0;0;0;"MESU"
828;0;0;0;2;0;0;0;0;8;3;3;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;0;0;0;3;8;0;2;0;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;2;0;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;1;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;"POMA"
828;0;0;0;0;0;1;1;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;"POMA"
